id,x,y,z,color,cluster,from,seq_cluster_size,from_order,length,plddt
AF-B9ECD9-F1-model_v4.domain0.pdb,4153.669921875,3438.692138671875,1.0,#a80c44,cluster_1,AFDB,1,1,139.0,87.5093525179856
AF-B9EUP5-F1-model_v4.domain1.pdb,3536.64501953125,3136.637451171875,1.0,#808080,Unclustered,AFDB,1,1,166.0,56.887409638554225
AF-B9EUP5-F1-model_v4.domain2.pdb,3548.140625,3442.839111328125,1.0,#cb334c,cluster_4,AFDB,1,1,110.0,69.17281818181817
AF-C0BAZ5-F1-model_v4.domain0.pdb,4247.6396484375,3143.126220703125,1.0,#f06744,cluster_9,AFDB,1,1,124.0,84.30258064516131
AF-C0QUW9-F1-model_v4.domain0.pdb,4488.84521484375,4461.8134765625,1.0,#808080,Unclustered,AFDB,2,1,119.0,73.19848739495801
AF-C1BCG3-F1-model_v4.domain1.pdb,3736.711181640625,4429.33203125,1.0,#f67e4b,cluster_11,AFDB,3,1,80.0,77.474125
AF-C1F7R4-F1-model_v4.domain0.pdb,3367.374755859375,4472.09912109375,1.0,#fdd481,cluster_18,AFDB,1,1,96.0,93.56406250000002
AF-C2EL90-F1-model_v4.domain0.pdb,4394.91162109375,3134.205322265625,1.0,#dc494b,cluster_6,AFDB,1,1,87.0,89.06011494252871
AF-C2MAG9-F1-model_v4.domain0.pdb,3739.081298828125,3466.419921875,1.0,#a80c44,cluster_1,AFDB,1,1,87.0,94.41666666666667
AF-C4JD96-F1-model_v4.domain1.pdb,3455.852294921875,3482.207275390625,1.0,#cb334c,cluster_4,AFDB,1,1,116.0,85.35387931034482
AF-C4Z602-F1-model_v4.domain0.pdb,4697.26513671875,4145.39599609375,1.0,#9e0142,cluster_0,AFDB,2,1,183.0,87.59180327868852
AF-C6R1H3-F1-model_v4.domain0.pdb,4123.259765625,3642.177490234375,1.0,#a80c44,cluster_1,AFDB,1,1,106.0,95.95669811320755
AF-C6X7W3-F1-model_v4.domain2.pdb,4811.93505859375,4625.16943359375,1.0,#fef2a9,cluster_22,AFDB,1,1,108.0,73.48185185185186
AF-C6XEV1-F1-model_v4.domain0.pdb,4053.106689453125,3877.97802734375,1.0,#808080,Unclustered,AFDB,1,1,82.0,79.46756097560974
AF-C8PIW6-F1-model_v4.domain1.pdb,3477.872314453125,4496.62939453125,1.0,#808080,Unclustered,AFDB,1,1,88.0,80.1525
AF-C8WSA1-F1-model_v4.domain1.pdb,4653.44677734375,3432.3642578125,1.0,#9e0142,cluster_0,AFDB,1,1,202.0,91.15217821782177
AF-C9LPB4-F1-model_v4.domain0.pdb,3400.211669921875,4634.47314453125,1.0,#808080,Unclustered,AFDB,1,1,55.0,88.34000000000002
AF-D0DRE3-F1-model_v4.domain5.pdb,3510.220947265625,4051.148193359375,1.0,#cb334c,cluster_4,AFDB,2,1,106.0,86.31849056603774
AF-D0KZM8-F1-model_v4.domain2.pdb,5009.259765625,4534.04345703125,1.0,#d5ee9b,cluster_30,AFDB,1,1,72.0,95.97083333333333
AF-D0WSZ0-F1-model_v4.domain0.pdb,4925.95263671875,4313.7685546875,1.0,#9e0142,cluster_0,AFDB,1,1,185.0,85.69372972972974
AF-D1BSB0-F1-model_v4.domain0.pdb,4070.96826171875,3635.84228515625,1.0,#a80c44,cluster_1,AFDB,1,1,99.0,92.90030303030302
AF-D1CB25-F1-model_v4.domain5.pdb,3517.11865234375,4088.285400390625,1.0,#cb334c,cluster_4,AFDB,1,1,137.0,73.53605839416058
AF-D1YMB5-F1-model_v4.domain0.pdb,3576.39453125,4761.26953125,1.0,#f88e52,cluster_12,AFDB,1,1,113.0,94.78964601769911
AF-D2CVN6-F1-model_v4.domain1.pdb,3360.3046875,3495.83349609375,1.0,#808080,Unclustered,AFDB,1,1,106.0,92.35801886792451
AF-D2EFW8-F1-model_v4.domain0.pdb,3265.26611328125,3533.2900390625,1.0,#cb334c,cluster_4,AFDB,4,1,91.0,95.57197802197801
AF-D2EFX0-F1-model_v4.domain1.pdb,3400.325927734375,3652.3017578125,1.0,#cb334c,cluster_4,AFDB,1,1,98.0,88.0430612244898
AF-D2J7A2-F1-model_v4.domain0.pdb,3962.862060546875,3417.847900390625,1.0,#a80c44,cluster_1,AFDB,1,1,90.0,94.92055555555554
AF-D2MQG1-F1-model_v4.domain0.pdb,5051.87548828125,4483.74658203125,1.0,#6bc4a4,cluster_38,AFDB,1,1,75.0,93.39826666666667
AF-D2VDR4-F1-model_v4.domain2.pdb,3385.563232421875,3541.6875,1.0,#808080,Unclustered,AFDB,1,1,147.0,80.23523809523809
AF-D2VRD1-F1-model_v4.domain0.pdb,4207.93115234375,3589.3408203125,1.0,#a80c44,cluster_1,AFDB,1,1,104.0,95.45182692307692
AF-D3B2S3-F1-model_v4.domain1.pdb,3582.25732421875,3588.478271484375,1.0,#808080,Unclustered,AFDB,1,1,100.0,89.13680000000001
AF-D3Q1N6-F1-model_v4.domain1.pdb,4728.88330078125,5009.7333984375,1.0,#808080,Unclustered,AFDB,1,1,60.0,75.27150000000002
AF-D3Q2C7-F1-model_v4.domain0.pdb,4591.544921875,3201.283935546875,1.0,#e9f69e,cluster_28,AFDB,1,1,103.0,76.69058252427185
AF-D3SGQ7-F1-model_v4.domain1.pdb,3176.289794921875,3983.481201171875,1.0,#cb334c,cluster_4,AFDB,1,1,108.0,83.90444444444445
AF-D3VQV1-F1-model_v4.domain0.pdb,4026.7080078125,3485.620849609375,1.0,#a80c44,cluster_1,AFDB,1,1,96.0,93.53760416666667
AF-D4CKR0-F1-model_v4.domain0.pdb,4953.130859375,4706.13232421875,1.0,#49a2b2,cluster_41,AFDB,1,1,107.0,88.67663551401868
AF-D4MLD4-F1-model_v4.domain1.pdb,3078.41943359375,3944.63916015625,1.0,#cb334c,cluster_4,AFDB,1,1,100.0,88.649
AF-D4ZNZ1-F1-model_v4.domain0.pdb,4559.51123046875,3718.369873046875,1.0,#9e0142,cluster_0,AFDB,3,1,175.0,92.10394285714287
AF-D5E5N3-F1-model_v4.domain0.pdb,3999.209716796875,3400.606201171875,1.0,#a80c44,cluster_1,AFDB,2,1,108.0,93.54833333333333
AF-D5X8H9-F1-model_v4.domain0.pdb,3303.003662109375,3881.283935546875,1.0,#cb334c,cluster_4,AFDB,1,1,94.0,92.07457446808509
AF-D6U294-F1-model_v4.domain0.pdb,4892.74609375,4011.820556640625,1.0,#9e0142,cluster_0,AFDB,1,1,202.0,85.20797029702972
AF-D6WUL9-F1-model_v4.domain0.pdb,4118.3037109375,4404.5537109375,1.0,#fdc877,cluster_17,AFDB,1,1,86.0,92.31
AF-D6ZAQ8-F1-model_v4.domain0.pdb,4658.8447265625,3188.48046875,1.0,#e9f69e,cluster_28,AFDB,1,1,106.0,90.30981132075472
AF-D6ZFC8-F1-model_v4.domain0.pdb,4625.697265625,3201.29638671875,1.0,#e9f69e,cluster_28,AFDB,1,1,96.0,74.7465625
AF-D7ELX4-F1-model_v4.domain0.pdb,4120.83056640625,4387.66259765625,1.0,#fdc877,cluster_17,AFDB,1,1,80.0,83.04237499999999
AF-D7GY33-F1-model_v4.domain3.pdb,4145.4794921875,4413.39453125,1.0,#fdc877,cluster_17,AFDB,2,1,98.0,73.52428571428571
AF-D7GYB4-F1-model_v4.domain0.pdb,4144.3134765625,4380.73681640625,1.0,#fdc877,cluster_17,AFDB,2,1,100.0,83.36730000000001
AF-D7LFK0-F1-model_v4.domain0.pdb,3307.4150390625,3407.033447265625,1.0,#cb334c,cluster_4,AFDB,2,1,98.0,94.50357142857142
AF-D7LQD7-F1-model_v4.domain0.pdb,3293.864013671875,3401.2177734375,1.0,#cb334c,cluster_4,AFDB,1,1,90.0,84.8448888888889
AF-D7LXX3-F1-model_v4.domain0.pdb,3316.928466796875,3381.00537109375,1.0,#cb334c,cluster_4,AFDB,2,1,87.0,91.7219540229885
AF-D7LYS7-F1-model_v4.domain1.pdb,3533.080078125,3465.348876953125,1.0,#cb334c,cluster_4,AFDB,1,1,130.0,89.98376923076923
MGYP001560420871.domain0.pdb,4438.5654296875,4559.79638671875,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001560424702.domain0.pdb,4571.77197265625,4508.833984375,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001560487096.domain1.pdb,5030.90185546875,4519.96826171875,1.0,#d5ee9b,cluster_30,ESMAtlas,1,2,,
MGYP001560499909.domain0.pdb,3270.14501953125,3576.68798828125,1.0,#cb334c,cluster_4,ESMAtlas,5,2,,
MGYP001560606297.domain0.pdb,3479.434326171875,4085.971435546875,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP001560669671.domain0.pdb,4240.29150390625,4805.47119140625,1.0,#fca75e,cluster_14,ESMAtlas,2,2,,
MGYP001560780177.domain0.pdb,4541.6396484375,4254.07275390625,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001560795404.domain0.pdb,3842.219970703125,3572.675537109375,1.0,#808080,Unclustered,ESMAtlas,2,2,,
MGYP001560842179.domain0.pdb,3980.729248046875,3786.351318359375,1.0,#b31847,cluster_2,ESMAtlas,1,2,,
MGYP001560852495.domain1.pdb,3145.496826171875,4214.78271484375,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP001560860323.domain0.pdb,3753.807861328125,3470.110595703125,1.0,#a80c44,cluster_1,ESMAtlas,1,2,,
MGYP001560868813.domain0.pdb,4327.24755859375,4766.35009765625,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001560880198.domain0.pdb,4691.38427734375,4179.060546875,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001560899126.domain0.pdb,4950.12158203125,3802.52880859375,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001560902894.domain1.pdb,3241.001708984375,4176.46826171875,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP001560939963.domain0.pdb,4621.322265625,3381.868408203125,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561025507.domain0.pdb,4986.75537109375,4726.55615234375,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001561026607.domain0.pdb,3658.23193359375,3116.562744140625,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561027444.domain0.pdb,4305.51904296875,3958.12744140625,1.0,#fdc877,cluster_17,ESMAtlas,1,2,,
MGYP001561030173.domain0.pdb,3649.463623046875,4823.61279296875,1.0,#f88e52,cluster_12,ESMAtlas,1,2,,
MGYP001561035498.domain0.pdb,4614.63818359375,3359.650634765625,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561038193.domain0.pdb,3942.0322265625,4609.3828125,1.0,#f88e52,cluster_12,ESMAtlas,1,2,,
MGYP001561092587.domain0.pdb,4887.896484375,4142.60107421875,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001561093659.domain0.pdb,4612.73486328125,4775.00537109375,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001561109722.domain0.pdb,4424.19970703125,3263.556396484375,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001561259100.domain0.pdb,4616.142578125,3476.353759765625,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561274400.domain0.pdb,4457.205078125,4612.83203125,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561343608.domain1.pdb,3125.796875,4230.873046875,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP001561429043.domain0.pdb,4438.7060546875,4801.7529296875,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001561546131.domain0.pdb,4606.9931640625,3339.82177734375,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561649598.domain0.pdb,4513.3896484375,4100.841796875,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001561663938.domain0.pdb,4520.1640625,4544.951171875,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561704424.domain0.pdb,3904.872802734375,4631.14404296875,1.0,#f88e52,cluster_12,ESMAtlas,1,2,,
MGYP001561717807.domain0.pdb,4519.34912109375,3911.84521484375,1.0,#9e0142,cluster_0,ESMAtlas,3,2,,
MGYP001561719086.domain0.pdb,4936.501953125,4108.384765625,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561729642.domain0.pdb,4186.7431640625,4075.5625,1.0,#fdc877,cluster_17,ESMAtlas,1,2,,
MGYP001561745996.domain0.pdb,4472.611328125,3940.869140625,1.0,#9e0142,cluster_0,ESMAtlas,3,2,,
MGYP001561855143.domain0.pdb,4573.5126953125,4831.1923828125,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001561891698.domain0.pdb,4390.8974609375,4636.4736328125,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001561977051.domain0.pdb,4592.572265625,4802.48193359375,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001561981334.domain0.pdb,3718.788330078125,4908.14306640625,1.0,#f88e52,cluster_12,ESMAtlas,1,2,,
MGYP001561989328.domain0.pdb,4813.9580078125,3367.658935546875,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001562051511.domain0.pdb,4402.34521484375,3050.969482421875,1.0,#dc494b,cluster_6,ESMAtlas,1,2,,
MGYP001562128638.domain0.pdb,4269.38818359375,4863.77783203125,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001562133478.domain0.pdb,4462.05029296875,4573.9208984375,1.0,#9e0142,cluster_0,ESMAtlas,2,2,,
MGYP001562133669.domain0.pdb,4953.61669921875,3959.571044921875,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001562221040.domain0.pdb,3744.962890625,4810.09423828125,1.0,#f88e52,cluster_12,ESMAtlas,1,2,,
MGYP001562259987.domain0.pdb,4478.4794921875,4724.32373046875,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001562263990.domain0.pdb,4915.23193359375,3886.8203125,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001562268244.domain0.pdb,4682.01806640625,4036.195556640625,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP001562328242.domain0.pdb,4720.65869140625,4299.1298828125,1.0,#feec9f,cluster_21,ESMAtlas,1,2,,
MGYP001562363428.domain0.pdb,4209.09326171875,4082.990234375,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001562418386.domain0.pdb,3483.6142578125,3711.828125,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001562462737.domain0.pdb,4676.15869140625,4917.23095703125,1.0,#fdde89,cluster_19,ESMAtlas,1,2,,
MGYP001562521837.domain0.pdb,4377.2939453125,4890.80419921875,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP001562578603.domain0.pdb,3614.068603515625,4523.53564453125,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001562721252.domain0.pdb,4684.9189453125,4917.95068359375,1.0,#fdde89,cluster_19,ESMAtlas,1,2,,
MGYP001562728677.domain0.pdb,4541.28271484375,3241.162841796875,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP000553410242.domain0.pdb,4758.470703125,4112.10498046875,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP000553509484.domain0.pdb,4059.6923828125,3513.058349609375,1.0,#a80c44,cluster_1,ESMAtlas,1,2,,
MGYP000553885643.domain0.pdb,4834.0166015625,3389.7021484375,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP000554188881.domain0.pdb,4309.2744140625,4511.17919921875,1.0,#9e0142,cluster_0,ESMAtlas,2,2,,
MGYP000554198878.domain0.pdb,3305.8017578125,3567.020751953125,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP000554313115.domain0.pdb,3661.772216796875,4816.2919921875,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP000554511260.domain0.pdb,4785.27197265625,4819.14599609375,1.0,#fdde89,cluster_19,ESMAtlas,2,2,,
MGYP000555652770.domain1.pdb,3162.73876953125,4166.41455078125,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP000555783839.domain0.pdb,4251.6513671875,4094.92236328125,1.0,#fdc877,cluster_17,ESMAtlas,1,2,,
MGYP000555814507.domain0.pdb,4766.89599609375,4140.4677734375,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP000555909936.domain0.pdb,3842.472412109375,4707.80029296875,1.0,#f88e52,cluster_12,ESMAtlas,2,2,,
MGYP000556166700.domain1.pdb,3106.6533203125,4072.643798828125,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP000556511820.domain0.pdb,4509.43408203125,4390.62841796875,1.0,#9e0142,cluster_0,ESMAtlas,2,2,,
MGYP000556514410.domain0.pdb,4329.05126953125,4041.635009765625,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP000556523420.domain0.pdb,3489.66015625,4210.7998046875,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP000556547131.domain0.pdb,4353.91162109375,4555.578125,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP000557142449.domain2.pdb,3427.491943359375,3527.764404296875,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP000558649592.domain0.pdb,3393.389404296875,3487.8076171875,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP000559113046.domain0.pdb,4594.97705078125,4591.619140625,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP000559307318.domain0.pdb,4829.125,3553.970947265625,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP000559308124.domain0.pdb,3933.826904296875,3599.993896484375,1.0,#a80c44,cluster_1,ESMAtlas,1,2,,
MGYP000559313931.domain0.pdb,4890.2119140625,3868.50048828125,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
MGYP000559375907.domain0.pdb,4283.162109375,3927.85791015625,1.0,#fdc877,cluster_17,ESMAtlas,1,2,,
MGYP000559448020.domain0.pdb,4243.5185546875,3116.38525390625,1.0,#f06744,cluster_9,ESMAtlas,1,2,,
MGYP000559957981.domain0.pdb,4701.99462890625,4944.4833984375,1.0,#fdde89,cluster_19,ESMAtlas,1,2,,
MGYP000560531249.domain0.pdb,3895.6650390625,4830.095703125,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP000560846661.domain0.pdb,3995.59619140625,4230.1083984375,1.0,#fdc877,cluster_17,ESMAtlas,1,2,,
MGYP000561081857.domain0.pdb,3975.21875,3513.48388671875,1.0,#a80c44,cluster_1,ESMAtlas,1,2,,
MGYP000561258713.domain0.pdb,4042.060302734375,4226.7705078125,1.0,#fdc877,cluster_17,ESMAtlas,1,2,,
MGYP000562061591.domain0.pdb,4519.8203125,4792.4091796875,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP000562423673.domain0.pdb,3496.296142578125,3943.083740234375,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP000563041087.domain0.pdb,4679.45263671875,4274.81201171875,1.0,#feec9f,cluster_21,ESMAtlas,1,2,,
MGYP000563849652.domain0.pdb,4100.11767578125,3516.5888671875,1.0,#a80c44,cluster_1,ESMAtlas,1,2,,
MGYP000564633544.domain0.pdb,4428.6591796875,4780.71337890625,1.0,#fca75e,cluster_14,ESMAtlas,1,2,,
MGYP000564643054.domain0.pdb,3965.3779296875,4951.2412109375,1.0,#f88e52,cluster_12,ESMAtlas,1,2,,
MGYP000565002900.domain0.pdb,4724.5458984375,3281.96875,1.0,#9e0142,cluster_0,ESMAtlas,2,2,,
MGYP000565313621.domain0.pdb,3942.978515625,4835.408203125,1.0,#f88e52,cluster_12,ESMAtlas,1,2,,
MGYP000565373863.domain1.pdb,4268.8974609375,5126.82373046875,1.0,#b0dfa2,cluster_33,ESMAtlas,1,2,,
MGYP000565898856.domain0.pdb,5044.70751953125,4563.9736328125,1.0,#d5ee9b,cluster_30,ESMAtlas,1,2,,
MGYP000565939161.domain0.pdb,4216.55810546875,3113.053955078125,1.0,#f06744,cluster_9,ESMAtlas,1,2,,
MGYP000565991416.domain0.pdb,4540.880859375,4261.27734375,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP000566113828.domain0.pdb,3741.12548828125,4931.4013671875,1.0,#f88e52,cluster_12,ESMAtlas,4,2,,
MGYP001132529692.domain1.pdb,3102.04833984375,4582.9326171875,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001132529692.domain2.pdb,3678.35009765625,4317.564453125,1.0,#f47245,cluster_10,ESMAtlas,1,2,,
MGYP001132862519.domain0.pdb,4158.70947265625,3629.62744140625,1.0,#808080,Unclustered,ESMAtlas,1,2,,
MGYP001133236065.domain0.pdb,3506.659423828125,4042.3916015625,1.0,#cb334c,cluster_4,ESMAtlas,1,2,,
MGYP001133418370.domain0.pdb,4984.53173828125,3853.765380859375,1.0,#9e0142,cluster_0,ESMAtlas,1,2,,
AF-E0NHR2-F1-model_v4.domain0.pdb,4387.55322265625,3083.7373046875,1.0,#dc494b,cluster_6,AFDB,1,1,147.0,92.72299319727891
AF-E0S4T8-F1-model_v4.domain0.pdb,3526.601806640625,3605.17724609375,1.0,#808080,Unclustered,AFDB,1,1,106.0,85.49216981132075
AF-E0TIP0-F1-model_v4.domain5.pdb,3606.73388671875,4027.894775390625,1.0,#cb334c,cluster_4,AFDB,1,1,109.0,70.55055045871559
AF-E1K1A3-F1-model_v4.domain0.pdb,3346.52490234375,3859.44921875,1.0,#cb334c,cluster_4,AFDB,2,1,95.0,89.40021052631577
AF-E1RIG6-F1-model_v4.domain1.pdb,3373.5595703125,3617.345703125,1.0,#808080,Unclustered,AFDB,1,1,84.0,85.80821428571429
AF-R5T9W3-F1-model_v4.domain0.pdb,3957.134765625,3366.806640625,1.0,#a80c44,cluster_1,AFDB,1,1,111.0,93.0681081081081
AF-R6CA23-F1-model_v4.domain0.pdb,3260.48291015625,4795.90771484375,1.0,#808080,Unclustered,AFDB,1,1,75.0,75.07453333333332
AF-R6GVR1-F1-model_v4.domain2.pdb,3542.73095703125,4151.24853515625,1.0,#cb334c,cluster_4,AFDB,1,1,108.0,73.76324074074074
AF-R6LIZ0-F1-model_v4.domain0.pdb,3856.430908203125,4916.86572265625,1.0,#f88e52,cluster_12,AFDB,2,1,128.0,91.26664062500001
AF-R6N017-F1-model_v4.domain0.pdb,3903.995361328125,4870.5732421875,1.0,#808080,Unclustered,AFDB,1,1,102.0,92.70460784313727
AF-R6NY57-F1-model_v4.domain0.pdb,3528.7060546875,4789.275390625,1.0,#f88e52,cluster_12,AFDB,1,1,104.0,92.57115384615386
AF-R6P6U8-F1-model_v4.domain1.pdb,3567.954833984375,5063.15966796875,1.0,#808080,Unclustered,AFDB,1,1,79.0,86.37949367088608
AF-R6SM82-F1-model_v4.domain0.pdb,3255.387939453125,4637.509765625,1.0,#4c65ac,cluster_46,AFDB,1,1,132.0,83.67386363636365
AF-R6TG83-F1-model_v4.domain1.pdb,3196.432861328125,3890.40966796875,1.0,#cb334c,cluster_4,AFDB,1,1,99.0,85.01262626262626
AF-R6XJB7-F1-model_v4.domain0.pdb,3727.2333984375,3462.1416015625,1.0,#a80c44,cluster_1,AFDB,3,1,89.0,95.84775280898876
AF-R7AD34-F1-model_v4.domain0.pdb,3909.868896484375,4013.8857421875,1.0,#808080,Unclustered,AFDB,1,1,81.0,88.90691358024691
AF-R7MNN6-F1-model_v4.domain0.pdb,4175.3798828125,5052.498046875,1.0,#b0dfa2,cluster_33,AFDB,1,1,138.0,80.93014492753623
AF-R7Q9S9-F1-model_v4.domain0.pdb,4216.28515625,3565.779052734375,1.0,#a80c44,cluster_1,AFDB,1,1,106.0,91.64679245283018
AF-R7U3L2-F1-model_v4.domain0.pdb,2944.03759765625,4204.98583984375,1.0,#808080,Unclustered,AFDB,1,1,108.0,67.20666666666666
AF-R7U3L2-F1-model_v4.domain1.pdb,2943.025634765625,4203.94384765625,1.0,#808080,Unclustered,AFDB,1,1,104.0,56.53663461538462
AF-R8SYT7-F1-model_v4.domain0.pdb,4701.7177734375,3984.865478515625,1.0,#9e0142,cluster_0,AFDB,1,1,164.0,91.08012195121951
AF-R9BUT4-F1-model_v4.domain0.pdb,3933.96484375,4934.6572265625,1.0,#f88e52,cluster_12,AFDB,3,1,104.0,87.55951923076921
AF-R9LM23-F1-model_v4.domain0.pdb,4031.79443359375,3342.25341796875,1.0,#a80c44,cluster_1,AFDB,3,1,97.0,95.09309278350516
AF-R9LVG8-F1-model_v4.domain0.pdb,4708.4921875,3421.346923828125,1.0,#9e0142,cluster_0,AFDB,1,1,226.0,84.82026548672565
AF-R9M9F4-F1-model_v4.domain0.pdb,3936.116455078125,3530.55517578125,1.0,#a80c44,cluster_1,AFDB,1,1,97.0,96.29865979381445
AF-R9SM71-F1-model_v4.domain1.pdb,3468.390625,3586.955078125,1.0,#cb334c,cluster_4,PDB,9,0,,
AF-S2N918-F1-model_v4.domain0.pdb,3719.13916015625,4827.42626953125,1.0,#f88e52,cluster_12,AFDB,1,1,123.0,92.05577235772357
AF-S2WJN1-F1-model_v4.domain5.pdb,3602.30126953125,3907.386474609375,1.0,#cb334c,cluster_4,AFDB,1,1,127.0,73.18614173228345
AF-S2Z3B8-F1-model_v4.domain0.pdb,3608.090576171875,3756.08056640625,1.0,#cb334c,cluster_4,AFDB,1,1,98.0,87.00234693877553
AF-S3UI84-F1-model_v4.domain0.pdb,4163.3837890625,5106.28125,1.0,#b0dfa2,cluster_33,AFDB,1,1,149.0,87.27993288590604
AF-S3Y3N5-F1-model_v4.domain0.pdb,4747.25830078125,4491.30029296875,1.0,#9e0142,cluster_0,AFDB,3,1,139.0,85.02964028776978
AF-S4CWU9-F1-model_v4.domain0.pdb,3098.140625,4450.09228515625,1.0,#808080,Unclustered,AFDB,1,1,95.0,66.41242105263157
AF-S4DRC0-F1-model_v4.domain0.pdb,3539.29296875,4775.587890625,1.0,#f88e52,cluster_12,AFDB,12,1,127.0,93.7147244094488
AF-S5LTQ4-F1-model_v4.domain0.pdb,3970.72802734375,3467.48388671875,1.0,#a80c44,cluster_1,AFDB,2,1,94.0,95.2141489361702
AF-S5ZVF2-F1-model_v4.domain1.pdb,3323.52783203125,4899.45361328125,1.0,#808080,Unclustered,AFDB,1,1,121.0,58.3002479338843
AF-S6FJZ6-F1-model_v4.domain0.pdb,5030.6923828125,4617.966796875,1.0,#86cea4,cluster_36,AFDB,2,1,113.0,93.86699115044249
AF-S8C4H2-F1-model_v4.domain0.pdb,4050.339599609375,3352.049560546875,1.0,#a80c44,cluster_1,AFDB,2,1,93.0,78.7189247311828
AF-S9UXJ9-F1-model_v4.domain0.pdb,4251.81982421875,3604.139404296875,1.0,#a80c44,cluster_1,AFDB,1,1,110.0,93.55354545454544
AF-T0BUX6-F1-model_v4.domain1.pdb,3479.39501953125,4273.1484375,1.0,#808080,Unclustered,AFDB,1,1,75.0,64.296
AF-T0CBG9-F1-model_v4.domain0.pdb,4108.55126953125,3395.043212890625,1.0,#a80c44,cluster_1,AFDB,2,1,92.0,96.35728260869566
AF-T0CW54-F1-model_v4.domain0.pdb,4050.59423828125,3397.44580078125,1.0,#a80c44,cluster_1,AFDB,1,1,94.0,93.09808510638297
AF-T0L539-F1-model_v4.domain0.pdb,4804.828125,4629.068359375,1.0,#fef2a9,cluster_22,AFDB,2,1,127.0,69.93409448818899
AF-T0MTC9-F1-model_v4.domain0.pdb,3142.845947265625,4656.52734375,1.0,#808080,Unclustered,AFDB,1,1,104.0,70.83673076923077
AF-T1BGV3-F1-model_v4.domain0.pdb,3235.967529296875,3531.316650390625,1.0,#cb334c,cluster_4,AFDB,1,1,88.0,68.79931818181818
